25482,-0.13,0.46,9.48,0.12,0.31,-0.06,359.94,-1.69,-2.38,5836,12512,-30623,-31587,-32551,-33734
25582,-0.33,0.36,9.45,0.19,0.37,-0.19,359.94,-1.69,-2.38,5896,12336,-30613,-31480,-32429,-33567
25682,-0.28,0.33,9.52,0.06,0.25,-0.06,359.94,-1.69,-2.38,5686,12483,-30390,-31479,-32359,-33665
25780,-0.22,0.45,9.53,0.19,0.06,-0.06,359.94,-1.69,-2.38,5785,12425,-30780,-31709,-32503,-33717
25880,-0.31,0.22,9.48,0.12,-0.12,0.00,359.94,-1.69,-2.38,5770,12579,-31349,-31987,-32752,-33886
25980,-0.23,0.45,9.41,0.00,-0.12,0.06,359.94,-1.69,-2.38,5812,12576,-31574,-32150,-32890,-33926
26080,-0.34,0.46,9.35,0.06,-0.06,-0.06,359.94,-1.69,-2.38,5836,12450,-31272,-32231,-32693,-34172
26181,-0.26,0.32,9.40,-0.12,0.06,0.00,359.94,-1.69,-2.38,5795,12417,-31797,-32585,-32962,-33971
26281,-0.23,0.42,9.40,-0.06,-0.12,0.06,359.94,-1.69,-2.38,5799,12480,-32058,-32650,-33091,-34644
26381,-0.33,0.40,9.44,0.06,0.12,-0.06,359.94,-1.69,-2.38,5766,12515,-31995,-32603,-32847,-34132
26481,-0.23,0.34,9.44,0.06,0.00,-0.06,359.94,-1.69,-2.38,5920,12414,-32458,-32870,-33225,-34396
26583,-0.28,0.40,9.41,0.00,0.06,0.00,359.94,-1.69,-2.38,5636,12503,-33191,-32961,-33297,-34445
26682,-0.31,0.38,9.42,0.12,-0.06,0.12,359.94,-1.69,-2.38,5782,12545,-33659,-33056,-33195,-34346
26782,-0.22,0.39,9.44,0.00,0.00,0.06,359.94,-1.69,-2.38,5755,12421,-33826,-33276,-33349,-34398
26884,-0.30,0.42,9.45,-0.12,0.06,0.06,359.94,-1.69,-2.38,5839,12479,-33674,-33432,-33583,-34818
26983,-0.29,0.40,9.45,0.00,0.06,0.00,359.94,-1.69,-2.38,5724,12489,-34047,-33599,-33800,-34914
27083,-0.25,0.39,9.47,-0.12,0.19,0.00,359.94,-1.69,-2.38,5672,12301,-33699,-33558,-33837,-34716
27183,-0.31,0.40,9.45,0.06,-0.25,0.06,359.94,-1.69,-2.38,5847,12476,-33630,-33536,-33658,-34853
27281,-0.26,0.42,9.44,0.00,0.00,0.06,359.94,-1.69,-2.38,5725,12379,-33328,-33543,-33574,-34961
27381,-0.26,0.36,9.44,0.06,0.12,0.06,359.94,-1.69,-2.38,5841,12434,-33638,-33460,-33740,-34914
27481,-0.30,0.38,9.45,-0.06,0.06,0.19,359.94,-1.69,-2.38,5852,12404,-33590,-33555,-33679,-34970
27580,-0.25,0.41,9.47,-0.06,0.12,0.00,359.94,-1.69,-2.38,5789,12443,-33555,-33456,-33812,-34837
27680,-0.29,0.36,9.46,-0.06,0.12,-0.12,359.94,-1.69,-2.38,5721,12502,-33728,-33749,-33665,-34913
27781,-0.28,0.39,9.49,-0.06,0.00,0.00,359.94,-1.69,-2.38,5776,12484,-34082,-33640,-33593,-34793
27881,-0.26,0.41,9.47,0.06,-0.06,0.00,359.94,-1.69,-2.38,5705,12533,-34054,-33658,-33925,-34788
27981,-0.31,0.38,9.48,0.06,0.12,0.00,359.94,-1.69,-2.38,5792,12474,-33930,-33616,-33705,-34802
28082,-0.27,0.38,9.47,0.00,0.00,0.06,359.94,-1.69,-2.38,5822,12512,-33903,-33586,-33651,-34944
28182,-0.27,0.41,9.47,0.06,0.00,-0.06,359.94,-1.69,-2.38,5816,12444,-34267,-33618,-33665,-34811
28282,-0.27,0.39,9.45,0.06,0.00,0.06,359.94,-1.69,-2.38,5909,12409,-34086,-33517,-33765,-34932
28383,-0.23,0.38,9.47,0.06,0.00,-0.06,359.94,-1.69,-2.38,5824,12396,-34325,-34055,-33952,-35084
28483,-0.27,0.41,9.48,0.06,-0.25,-0.12,359.94,-1.69,-2.38,5821,12497,-34055,-33734,-33820,-35080
28583,-0.28,0.38,9.49,0.06,0.06,-0.06,359.94,-1.69,-2.38,5743,12407,-34041,-33709,-33695,-34901
28682,-0.28,0.39,9.47,-0.06,0.12,0.06,359.94,-1.69,-2.38,5755,12476,-34137,-33652,-33678,-34820
28782,-0.29,0.40,9.47,0.00,-0.12,-0.06,359.94,-1.69,-2.38,5852,12447,-34052,-33914,-33668,-34844
28881,-0.26,0.38,9.47,0.06,-0.19,-0.06,359.94,-1.69,-2.38,5853,12557,-34453,-33707,-33816,-34732
28980,-0.27,0.42,9.46,-0.06,0.06,0.00,359.94,-1.69,-2.38,5872,12457,-34054,-33636,-33921,-34825
29080,-0.28,0.38,9.45,0.06,-0.06,0.06,359.94,-1.69,-2.38,5815,12417,-34077,-33756,-33799,-34864
29180,-0.28,0.40,9.47,0.06,0.00,-0.12,359.94,-1.69,-2.38,5811,12431,-34174,-33608,-33571,-34803
29281,-0.28,0.39,9.47,0.19,0.00,-0.06,359.94,-1.69,-2.38,5782,12483,-34266,-33632,-33788,-34854
29381,-0.26,0.41,9.47,0.12,0.00,0.06,359.94,-1.69,-2.38,5814,12508,-34144,-33722,-33708,-34648
29481,-0.27,0.39,9.49,0.12,0.06,0.06,359.94,-1.69,-2.38,5724,12483,-33858,-33841,-33505,-34649
29582,-0.28,0.38,9.48,-0.06,-0.06,0.00,359.94,-1.69,-2.38,5797,12477,-33911,-33487,-33586,-34728
29682,-0.27,0.39,9.46,0.12,0.00,0.12,359.94,-1.69,-2.38,5630,12367,-33989,-33833,-33764,-34775
29783,-0.29,0.41,9.46,0.06,0.00,0.00,359.94,-1.69,-2.38,5624,12450,-34313,-33550,-33620,-34838
29882,-0.27,0.38,9.46,-0.12,0.12,0.00,359.94,-1.69,-2.38,5623,12527,-33928,-33597,-33642,-34608
29983,-0.27,0.40,9.48,0.00,0.06,-0.06,359.94,-1.69,-2.38,5752,12435,-33915,-33582,-33615,-34850
30084,-0.27,0.39,9.48,0.00,0.12,-0.12,359.94,-1.69,-2.38,5783,12402,-33909,-33822,-33652,-34764
30182,-0.29,0.39,9.48,-0.06,0.19,-0.12,359.94,-1.69,-2.38,5762,12414,-33804,-33560,-33518,-34703
30282,-0.28,0.39,9.49,0.06,0.00,0.00,359.94,-1.69,-2.38,5817,12494,-33975,-33279,-33492,-34833
30383,-0.27,0.38,9.47,0.12,0.19,-0.06,359.94,-1.69,-2.38,5868,12584,-33736,-33493,-33602,-34526
30480,-0.28,0.38,9.47,0.00,-0.06,0.06,359.94,-1.69,-2.38,5810,12440,-33652,-33623,-33648,-34555
30580,-0.28,0.38,9.49,0.00,0.06,0.06,359.94,-1.69,-2.38,5651,12502,-33563,-33466,-33692,-34696
30681,-0.27,0.38,9.47,0.00,0.00,0.06,359.94,-1.69,-2.38,5778,12218,-33791,-33368,-33566,-34626
30780,-0.29,0.39,9.45,-0.06,-0.12,0.00,359.94,-1.69,-2.38,5729,12449,-33883,-33599,-33428,-34856
30881,-0.27,0.38,9.45,0.00,0.06,-0.06,359.94,-1.69,-2.38,5809,12490,-33637,-33623,-33546,-34416
30981,-0.28,0.39,9.45,0.00,-0.12,0.06,359.94,-1.69,-2.38,-8387142,12521,-33793,-33480,-33632,-34573
31081,-0.29,0.37,9.47,0.00,0.12,0.00,359.94,-1.69,-2.38,5860,12427,-33800,-33485,-33508,-34846
31181,-0.28,0.40,9.47,-0.06,0.06,-0.06,359.94,-1.69,-2.38,5747,12384,-33767,-33252,-33400,-34577
31282,-0.27,0.41,9.48,0.12,0.00,-0.06,359.94,-1.69,-2.38,5714,12366,-33786,-33360,-33587,-34720
31382,-0.26,0.37,9.47,0.06,0.06,0.06,359.94,-1.69,-2.38,5790,12427,-33770,-33410,-33605,-34711
31482,-0.26,0.40,9.46,-0.19,0.12,0.00,359.94,-1.69,-2.38,5794,12426,-33736,-33546,-33299,-34669
31580,-0.26,0.40,9.46,0.12,0.19,-0.06,359.94,-1.69,-2.38,5751,12445,-33583,-33210,-33499,-34774
31680,-0.29,0.40,9.50,0.12,0.00,0.00,359.94,-1.69,-2.38,5711,12479,-33602,-33243,-33677,-34451
31780,-0.28,0.39,9.46,-0.06,0.06,0.12,359.94,-1.69,-2.38,5830,12685,-33680,-33326,-33659,-34527
31880,-0.27,0.40,9.48,0.00,-0.12,0.00,359.94,-1.69,-2.38,5804,12522,-33351,-33564,-33547,-34616
31980,-0.26,0.40,9.47,-0.06,0.06,-0.06,359.94,-1.69,-2.38,5795,12563,-33736,-33311,-33481,-34548
32080,-0.28,0.39,9.47,0.00,-0.06,-0.06,359.94,-1.69,-2.38,5822,12523,-33644,-33416,-33531,-34690
32180,-0.28,0.39,9.47,0.19,-0.19,-0.06,359.94,-1.69,-2.38,5792,12496,-33571,-33284,-33471,-34515
32280,-0.28,0.38,9.46,0.06,-0.06,0.06,359.94,-1.69,-2.38,5864,12423,-33630,-33314,-33597,-34615
32380,-0.28,0.40,9.48,-0.06,0.12,-0.12,359.94,-1.69,-2.38,5819,12541,-33309,-33354,-33457,-34533
32481,-0.27,0.39,9.48,0.06,0.12,0.06,359.94,-1.69,-2.38,5769,12254,-33390,-33274,-33396,-34493
32581,-0.27,0.39,9.46,-0.12,0.19,0.00,359.94,-1.69,-2.38,5693,12408,-33526,-33371,-33488,-34620
32681,-0.27,0.40,9.48,0.06,-0.12,0.00,359.94,-1.69,-2.38,5777,12468,-33489,-33515,-33515,-34794
32782,-0.28,0.39,9.45,0.12,0.00,0.06,359.94,-1.69,-2.38,5850,12419,-33557,-33472,-33544,-34820
32882,-0.28,0.38,9.46,0.19,-0.06,0.00,359.94,-1.69,-2.38,5754,12304,-33535,-33202,-33531,-34584
32983,-0.27,0.40,9.49,0.00,0.19,-0.12,359.94,-1.69,-2.38,5812,12345,-33490,-33287,-33595,-34637
33083,-0.30,0.39,9.46,0.00,0.06,-0.12,359.94,-1.69,-2.38,5825,-8382368,-33509,-33365,-33634,-34903
33183,-0.28,0.37,9.47,0.12,0.12,-0.06,359.94,-1.69,-2.38,5724,12447,-33330,-33409,-33412,-34686
33284,-0.28,0.39,9.46,-0.06,0.12,0.06,359.94,-1.69,-2.38,5762,12489,-33466,-33435,-33571,-34526
33382,-0.28,0.38,9.44,-0.06,0.00,0.00,359.94,-1.69,-2.38,5914,12446,-33441,-33341,-33363,-34594
33482,-0.28,0.40,9.43,0.06,0.00,-0.06,359.94,-1.69,-2.38,5762,12420,-33073,-33346,-33290,-34545
33582,-0.28,0.38,9.45,0.12,-0.12,0.00,359.94,-1.69,-2.38,5809,12414,-33349,-33432,-33479,-34671
33680,-0.28,0.40,9.47,0.12,-0.19,-0.12,359.94,-1.69,-2.38,5753,12366,-33176,-33358,-33465,-34632
33780,-0.28,0.40,9.44,0.06,0.00,0.00,359.94,-1.69,-2.38,5838,12522,-33289,-33485,-33530,-34516
33881,-0.25,0.40,9.43,0.00,0.06,0.06,359.94,-1.69,-2.38,5776,12479,-33283,-33293,-33473,-34667
33981,-0.26,0.39,9.45,0.06,0.00,-0.12,359.94,-1.69,-2.38,5936,12516,-33192,-33280,-33568,-34494
34081,-0.27,0.39,9.45,-0.06,0.06,0.00,359.94,-1.69,-2.38,5771,12396,-33401,-33375,-33401,-34745
34181,-0.27,0.40,9.45,0.06,0.12,-0.12,359.94,-1.69,-2.38,5993,12400,-33366,-33423,-33353,-34571
34282,-0.28,0.39,9.45,0.00,0.12,-0.19,359.94,-1.69,-2.38,5740,12542,-33418,-33210,-33489,-34629
34382,-0.28,0.39,9.44,0.12,0.12,-0.06,359.94,-1.69,-2.38,5860,12436,-33270,-33186,-33458,-34634
34482,-0.27,0.39,9.46,0.00,-0.12,0.06,359.94,-1.69,-2.38,5773,12490,-33290,-33409,-33412,-34551
34583,-0.28,0.39,9.46,-0.06,0.19,0.00,359.94,-1.69,-2.38,5920,12551,-33343,-33041,-33607,-34529
34683,-0.29,0.39,9.45,0.06,0.06,0.06,359.94,-1.69,-2.38,5854,12456,-33306,-32998,-33440,-34441
34783,-0.27,0.39,9.46,0.06,0.12,0.00,359.94,-1.69,-2.38,6001,12377,-33360,-33191,-33365,-34690
34882,-0.27,0.37,9.46,-0.06,0.12,0.00,359.94,-1.69,-2.38,5829,12407,-33267,-33158,-33443,-34613
34982,-0.30,0.40,9.45,0.00,0.00,-0.12,359.94,-1.69,-2.38,5768,12593,-33170,-33205,-33536,-34456
35081,-0.28,0.37,9.47,0.00,-0.12,0.06,359.94,-1.69,-2.38,5733,12533,-33524,-33045,-33544,-34625
35180,-0.28,0.37,9.47,0.00,-0.06,-0.12,359.94,-1.69,-2.38,5756,12460,-33511,-33280,-33283,-34636
35280,-0.27,0.41,9.47,0.12,-0.06,0.00,359.94,-1.69,-2.38,5835,12427,-33448,-33243,-33454,-34916
35380,-0.28,0.39,9.45,0.00,0.19,-0.06,359.94,-1.69,-2.38,5725,12479,-33221,-33466,-33259,-34602
35480,-0.27,0.39,9.46,0.06,0.06,0.12,359.94,-1.69,-2.38,5772,12502,-33224,-33223,-33475,-34595
35581,-0.29,0.38,9.45,0.00,0.12,0.06,359.94,-1.69,-2.38,5770,12502,-33327,-33154,-33567,-34520
35681,-0.28,0.38,9.45,0.00,-0.12,-0.06,359.94,-1.69,-2.38,5711,12453,-33163,-33092,-33484,-34565
35781,-0.28,0.40,9.46,0.00,0.00,0.00,359.94,-1.69,-2.38,5752,12294,-33201,-33096,-33497,-34625
35881,-0.28,0.39,9.48,-0.06,0.19,0.12,359.94,-1.69,-2.38,5687,12450,-33383,-33302,-33332,-34681
35982,-0.27,0.38,9.48,0.00,0.12,-0.12,359.94,-1.69,-2.38,5728,12569,-33215,-33307,-33508,-34691
36082,-0.29,0.38,9.46,-0.06,0.06,0.00,359.94,-1.69,-2.38,5710,12462,-33315,-33472,-33663,-34528
36183,-0.27,0.39,9.45,0.06,0.19,0.00,359.94,-1.69,-2.38,5770,12421,-33183,-33165,-33370,-34485
36283,-0.26,0.40,9.46,0.00,0.25,0.00,359.94,-1.69,-2.38,5645,12361,-33367,-33356,-33574,-34624
36383,-0.27,0.39,9.46,0.06,0.00,-0.12,359.94,-1.69,-2.38,5869,12492,-33285,-33310,-33654,-34489
36484,-0.29,0.39,9.45,0.06,-0.12,-0.06,359.94,-1.69,-2.38,5711,12422,-33516,-33199,-33389,-34738
36581,-0.27,0.39,9.44,-0.06,-0.06,0.12,359.94,-1.69,-2.38,5716,12508,-33461,-33274,-33464,-34729
36681,-0.27,0.42,9.47,-0.12,0.06,0.00,359.94,-1.69,-2.38,5727,12537,-33295,-33452,-33519,-34670
36782,-0.29,0.39,9.47,0.06,0.06,0.00,359.94,-1.69,-2.38,5770,12380,-33296,-33140,-33541,-34500
36880,-0.27,0.38,9.48,0.06,-0.12,0.06,359.94,-1.69,-2.38,5641,12345,-33173,-33124,-33252,-34612
36980,-0.25,0.39,9.46,0.06,0.06,0.00,359.94,-1.69,-2.38,5768,12408,-33207,-33333,-33444,-34416
37081,-0.28,0.39,9.46,0.06,0.12,-0.06,359.94,-1.69,-2.38,5816,12402,-33354,-33222,-33618,-34426
37181,-0.28,0.38,9.46,0.00,0.00,0.12,359.94,-1.69,-2.38,5866,12372,-33223,-33245,-33534,-34674
37281,-0.26,0.39,9.48,0.19,0.00,-0.12,359.94,-1.69,-2.38,5786,12435,-33185,-33099,-33514,-34393
37382,-0.27,0.41,9.47,0.06,0.00,0.00,359.94,-1.69,-2.38,5783,12436,-33352,-33244,-33372,-34652
37482,-0.28,0.40,9.48,-0.06,0.06,0.00,359.94,-1.69,-2.38,5752,12412,-33246,-33246,-33564,-34574
37582,-0.28,0.36,9.47,0.06,-0.19,-0.06,359.94,-1.69,-2.38,5794,12483,-33129,-33283,-33472,-34510
37683,-0.27,0.39,9.47,0.00,0.06,0.00,359.94,-1.69,-2.38,5697,12433,-33205,-33311,-33527,-34612
37783,-0.27,0.41,9.47,0.06,-0.12,0.12,359.94,-1.69,-2.38,5816,12371,-33307,-33184,-33524,-34429
37883,-0.27,0.39,9.47,0.00,0.12,0.06,359.94,-1.69,-2.38,5904,12440,-33280,-33371,-33553,-34646
37982,-0.27,0.38,9.48,0.00,0.00,0.12,359.94,-1.69,-2.38,5779,12578,-33337,-33192,-33464,-34419
38082,-0.28,0.38,9.46,0.00,0.12,0.19,359.94,-1.69,-2.38,5802,12515,-33106,-33175,-33523,-34453
38181,-0.29,0.37,9.46,-0.06,0.06,-0.06,359.94,-1.69,-2.38,5671,12486,-33164,-33354,-33408,-34717
38280,-0.29,0.37,9.49,-0.06,0.00,0.00,359.94,-1.69,-2.38,5833,12433,-33241,-33269,-33376,-34572
38380,-0.28,0.40,9.46,-0.06,0.00,0.12,359.94,-1.69,-2.38,6001,12578,-33239,-33198,-33429,-34801
38480,-0.27,0.41,9.47,0.12,-0.06,0.00,359.94,-1.69,-2.38,5838,12410,-33380,-33224,-33371,-34561
38581,-0.27,0.38,9.46,0.06,-0.06,0.19,359.94,-1.69,-2.38,5784,12511,-33307,-33343,-33375,-34446
38681,-0.28,0.39,9.47,-0.06,0.00,-0.06,359.94,-1.69,-2.38,5881,12477,-33328,-33169,-33464,-34404
38781,-0.29,0.37,9.46,0.00,0.00,0.12,359.94,-1.69,-2.38,5683,12548,-33221,-33303,-33336,-34616
38881,-0.27,0.38,9.47,0.06,0.06,0.06,359.94,-1.69,-2.38,5845,12463,-33383,-33238,-33501,-34635
38982,-0.27,0.40,9.48,0.06,-0.06,-0.06,359.94,-1.69,-2.38,5693,12557,-33230,-33291,-33547,-34479
39081,-0.29,0.39,9.45,0.00,0.12,0.00,359.94,-1.69,-2.38,5875,12382,-33021,-33176,-33481,-34665
39181,-0.28,0.39,9.49,0.00,-0.06,0.00,359.94,-1.69,-2.38,5718,12433,-33179,-33165,-33324,-34672
39281,-0.27,0.40,9.47,0.06,0.19,-0.06,359.94,-1.69,-2.38,5860,12411,-33109,-33309,-33426,-34385
39382,-0.28,0.39,9.46,0.12,-0.12,-0.06,359.94,-1.69,-2.38,5860,12423,-33340,-33185,-33369,-34627
39480,-0.29,0.40,9.48,0.00,0.00,0.19,359.94,-1.69,-2.38,5820,12471,-33055,-33159,-33514,-34593
39580,-0.27,0.39,9.47,0.00,0.00,0.06,359.94,-1.69,-2.38,5928,12593,-33271,-33195,-33417,-34594
39681,-0.27,0.38,9.48,0.00,-0.19,-0.12,359.94,-1.69,-2.38,6226,13003,-33412,-33170,-33325,-34380
39780,-0.26,0.39,9.47,0.12,-0.25,0.12,359.94,-1.69,-2.38,6655,13205,-33128,-33097,-33323,-34527
39880,-0.28,0.39,9.47,0.06,-0.06,-0.12,359.94,-1.69,-2.38,7554,13993,-33255,-33205,-33500,-34688
39981,-0.27,0.38,9.45,0.12,0.06,-0.06,359.94,-1.69,-2.38,8604,15230,-33142,-33160,-33599,-34627
40080,-0.28,0.40,9.47,-0.12,0.06,0.12,359.94,-1.69,-2.38,10351,16838,-33401,-33122,-33488,-34574
40180,-0.26,0.38,9.47,-0.12,-0.12,-0.06,359.94,-1.69,-2.38,12348,18941,-33190,-33210,-33268,-34690
40282,-0.27,0.38,9.46,-0.06,-0.06,-0.06,359.94,-1.69,-2.38,14332,20952,-33129,-33170,-33248,-34594
40381,-0.28,0.40,9.44,-0.06,-0.06,0.00,359.94,-1.69,-2.38,15247,21879,-33333,-33110,-33573,-34684
40481,-0.27,0.38,9.46,-0.06,0.00,0.12,359.94,-1.69,-2.38,15392,22286,-33191,-33174,-33413,-34425
40582,-0.27,0.39,9.46,0.06,-0.25,0.12,359.94,-1.69,-2.38,15736,22355,-33166,-33201,-33312,-34347
40682,-0.27,0.40,9.45,-0.12,-0.06,0.00,359.94,-1.69,-2.38,15652,22496,-33077,-33272,-33366,-34595
40782,-0.29,0.38,9.49,0.06,0.12,0.06,359.94,-1.69,-2.38,15704,22487,-33203,-33257,-33402,-34567
40883,-0.29,0.41,9.46,-0.12,-0.06,0.00,359.94,-1.69,-2.38,15670,22399,-33065,-33154,-33551,-34576
40983,-0.29,0.39,9.46,0.00,0.00,0.00,359.94,-1.69,-2.38,15794,22501,-33345,-33212,-33471,-34579
41083,-0.26,0.38,9.49,0.00,-0.06,0.00,359.94,-1.69,-2.38,15766,22474,-33027,-33127,-33656,-34679
41182,-0.27,0.35,9.45,0.00,0.06,0.06,359.94,-1.69,-2.38,15763,22591,-33008,-33486,-33540,-34526
41282,-0.29,0.38,9.43,-0.06,0.00,-0.06,359.94,-1.69,-2.38,15758,22469,-32901,-33250,-33548,-34517
41381,-0.27,0.38,9.47,0.00,0.06,0.00,359.94,-1.69,-2.38,15815,22486,-33119,-33296,-33577,-34603
41480,-0.30,0.38,9.45,-0.06,0.00,0.00,359.94,-1.69,-2.38,15702,22596,-33271,-33414,-33443,-34500
41580,-0.29,0.39,9.45,-0.12,0.06,0.06,359.94,-1.69,-2.38,15781,22521,-33207,-33368,-33267,-34391
41680,-0.28,0.40,9.45,0.06,0.00,0.00,359.94,-1.69,-2.38,15688,22412,-33130,-33177,-33552,-34451
41781,-0.27,0.37,9.45,0.00,-0.12,0.12,359.94,-1.69,-2.38,15735,22494,-33119,-33179,-33443,-34331
41881,-0.27,0.37,9.45,0.00,0.06,-0.06,359.94,-1.69,-2.38,15833,22448,-33103,-33348,-33345,-34569
41981,-0.30,0.37,9.47,0.06,-0.12,0.00,359.94,-1.69,-2.38,15803,22511,-33236,-33355,-33315,-34516
42082,-0.27,0.39,9.46,-0.12,-0.06,-0.06,359.94,-1.69,-2.38,15769,22520,-33281,-33060,-33641,-34687
42182,-0.28,0.38,9.45,0.00,0.06,0.00,359.94,-1.69,-2.38,15731,22592,-33177,-33394,-33519,-34527
42283,-0.26,0.41,9.44,0.06,-0.12,0.00,359.94,-1.69,-2.38,15774,22452,-33262,-33256,-33311,-34395
42383,-0.28,0.38,9.42,0.12,-0.06,0.00,359.94,-1.69,-2.38,15823,22472,-33096,-33287,-33642,-34526
42483,-0.28,0.39,9.44,0.00,0.06,0.06,359.94,-1.69,-2.38,15807,22427,-33296,-33354,-33358,-34519
42584,-0.27,0.38,9.46,-0.06,0.06,0.00,359.94,-1.69,-2.38,15751,22439,-33194,-33135,-33396,-34507
42682,-0.27,0.40,9.47,-0.19,0.06,0.06,359.94,-1.69,-2.38,15721,22480,-32892,-33179,-33374,-34602
42782,-0.28,0.40,9.45,0.00,-0.12,0.06,359.94,-1.69,-2.38,15823,22474,-33354,-33359,-33511,-34728
42883,-0.27,0.39,9.43,-0.12,0.00,-0.12,359.94,-1.69,-2.38,15738,22571,-33201,-33065,-33609,-34426
42980,-0.27,0.42,9.45,0.12,-0.19,0.19,359.94,-1.69,-2.38,15614,22494,-33142,-33297,-33321,-34543
43080,-0.26,0.38,9.47,0.06,0.00,0.00,359.94,-1.69,-2.38,15855,22472,-33223,-33067,-33237,-34621
43181,-0.26,0.39,9.45,0.06,0.00,-0.12,359.94,-1.69,-2.38,15774,22478,-32999,-32989,-33605,-34437
43280,-0.26,0.41,9.46,0.12,-0.12,0.00,359.94,-1.69,-2.38,15796,22590,-32995,-33346,-33425,-34417
43381,-0.27,0.39,9.45,0.06,-0.12,0.12,359.94,-1.69,-2.38,15682,22581,-33058,-33358,-33536,-34726
43482,-0.28,0.39,9.49,-0.06,0.06,0.00,359.94,-1.69,-2.38,15903,22396,-33155,-33239,-33400,-34601
43581,-0.28,0.40,9.46,-0.06,0.06,0.00,359.94,-1.69,-2.38,15645,22537,-32984,-33209,-33452,-34418
43681,-0.27,0.40,9.45,0.19,-0.12,0.00,359.94,-1.69,-2.38,15812,22403,-33236,-33310,-33610,-34271
43782,-0.27,0.39,9.49,-0.06,0.12,0.00,359.94,-1.69,-2.38,15667,22543,-33254,-33139,-33440,-34340
43882,-0.27,0.37,9.47,0.06,0.06,0.00,359.94,-1.69,-2.38,15751,22564,-33312,-33309,-33372,-34512
43982,-0.27,0.38,9.46,-0.06,0.06,-0.06,359.94,-1.69,-2.38,15710,22584,-33176,-33320,-33502,-34497
44083,-0.27,0.40,9.48,0.12,-0.25,0.12,359.94,-1.69,-2.38,15804,22451,-33166,-33277,-33537,-34598
44183,-0.27,0.37,9.47,-0.06,0.06,0.12,359.94,-1.69,-2.38,15775,22511,-33097,-33134,-33507,-34443
44283,-0.29,0.38,9.47,-0.06,0.06,0.06,359.94,-1.69,-2.38,15757,22468,-33235,-33296,-33451,-34729
44381,-0.28,0.40,9.48,0.12,-0.06,0.00,359.94,-1.69,-2.38,15709,22540,-33357,-33189,-33384,-34548
44481,-0.28,0.39,9.47,-0.06,-0.06,-0.06,359.94,-1.69,-2.38,15924,22451,-33190,-33232,-33454,-34578
44581,-0.28,0.39,9.46,-0.06,-0.06,-0.06,359.94,-1.69,-2.38,15674,22504,-33112,-33330,-33413,-34499
44680,-0.27,0.37,9.49,-0.12,-0.06,0.00,359.94,-1.69,-2.38,15789,22524,-33059,-33225,-33443,-34499
44780,-0.27,0.41,9.49,-0.12,0.12,0.06,359.94,-1.69,-2.38,15716,22353,-33110,-33135,-33558,-34337
44880,-0.27,0.40,9.43,-0.06,-0.12,0.00,359.94,-1.69,-2.38,15698,22459,-33402,-33359,-33406,-34622
44981,-0.28,0.38,9.47,-0.06,0.00,0.00,359.94,-1.69,-2.38,15724,22463,-33137,-33355,-33573,-34627
45081,-0.27,0.39,9.48,-0.06,0.06,0.00,359.94,-1.69,-2.38,15740,22428,-33296,-33526,-33581,-34388
